"AGE","SEX","RACE","MARST","EDUC","MINUTES","EDUCNUM"
44,"Female","Black","Married","Advanced Degree",40,4
58,"Female","White","Separated/Divorced","Four Year Degree",40,3
26,"Male","White","Single","Four Year Degree",40,3
38,"Male","White","Married","Four Year Degree",35,3
38,"Female","White","Married","Advanced Degree",40,4
40,"Female","White","Married","Some College",25,2
41,"Male","White","Married","Four Year Degree",60,3
35,"Female","White","Married","Advanced Degree",35,4
30,"Female","White","Single","Four Year Degree",40,3
27,"Male","White","Single","Advanced Degree",55,4
65,"Female","White","Widowed","Some College",8,2
25,"Male","White","Single","Some College",20,2
42,"Female","White","Married","Advanced Degree",40,4
59,"Female","White","Married","Four Year Degree",28,3
60,"Male","White","Married","Advanced Degree",50,4
39,"Male","White","Married","Advanced Degree",40,4
59,"Male","White","Single","Four Year Degree",35,3
55,"Female","White","Single","Four Year Degree",20,3
45,"Female","White","Married","Advanced Degree",16,4
45,"Male","White","Married","Four Year Degree",50,3
43,"Female","White","Separated/Divorced","Advanced Degree",40,4
61,"Female","White","Separated/Divorced","Four Year Degree",35,3
35,"Male","White","Married","Four Year Degree",40,3
62,"Male","White","Married","Advanced Degree",35,4
55,"Female","White","Married","Advanced Degree",35,4
40,"Male","White","Married","Some College",40,2
40,"Female","White","Married","Some College",40,2
56,"Male","White","Married","Some College",40,2
57,"Female","Asian/Pacific Islander","Married","Four Year Degree",38,3
47,"Male","White","Married","High School Degree",50,1
51,"Female","White","Married","High School Degree",20,1
46,"Female","White","Single","High School Degree",40,1
42,"Male","White","Married","High School Degree",40,1
54,"Male","White","Married","Advanced Degree",50,4
79,"Female","White","Widowed","Some College",4,2
62,"Female","White","Married","Advanced Degree",38,4
42,"Female","White","Married","Four Year Degree",44,3
36,"Male","White","Married","Some College",44,2
51,"Female","White","Married","Some College",32,2
50,"Male","White","Married","Some College",45,2
51,"Female","White","Married","Four Year Degree",40,3
51,"Male","White","Married","Four Year Degree",40,3
53,"Male","White","Married","Four Year Degree",40,3
52,"Female","White","Married","Four Year Degree",40,3
26,"Male","White","Single","High School Degree",40,1
36,"Male","Asian/Pacific Islander","Married","Advanced Degree",30,4
36,"Female","Asian/Pacific Islander","Married","Advanced Degree",40,4
73,"Male","White","Separated/Divorced","Some College",40,2
59,"Male","White","Married","Advanced Degree",50,4
57,"Male","White","Married","Four Year Degree",45,3
62,"Female","White","Married","Four Year Degree",36,3
47,"Male","White","Married","Advanced Degree",60,4
57,"Male","White","Separated/Divorced","Four Year Degree",50,3
51,"Female","White","Separated/Divorced","Four Year Degree",45,3
35,"Female","Black","Single","Some College",20,2
37,"Male","White","Married","Some College",40,2
38,"Female","White","Married","Some College",24,2
66,"Female","White","Married","Four Year Degree",40,3
49,"Female","White","Single","Some College",40,2
37,"Female","White","Single","Four Year Degree",40,3
63,"Male","White","Married","Advanced Degree",20,4
75,"Male","White","Married","Four Year Degree",45,3
51,"Male","White","Married","Four Year Degree",10,3
47,"Male","White","Married","Advanced Degree",75,4
33,"Female","White","Married","Four Year Degree",40,3
50,"Male","White","Married","Advanced Degree",42,4
30,"Male","White","Married","Some College",40,2
26,"Female","White","Married","Some College",40,2
49,"Male","White","Separated/Divorced","Some College",40,2
57,"Male","White","Married","Some College",62,2
64,"Female","White","Married","Four Year Degree",30,3
62,"Female","White","Married","High School Degree",20,1
41,"Female","White","Married","Some College",40,2
36,"Male","Black","Married","Four Year Degree",30,3
40,"Female","Asian/Pacific Islander","Single","Advanced Degree",10,4
36,"Male","White","Married","Some College",40,2
60,"Female","Black","Separated/Divorced","Four Year Degree",45,3
28,"Female","Black","Separated/Divorced","Some College",40,2
35,"Male","White","Married","Some College",40,2
33,"Female","White","Married","Four Year Degree",47,3
34,"Male","Other","Separated/Divorced","Four Year Degree",43,3
35,"Female","White","Married","Some College",40,2
54,"Female","White","Widowed","Advanced Degree",40,4
50,"Female","Black","Separated/Divorced","Some College",40,2
28,"Female","White","Married","Advanced Degree",40,4
36,"Male","White","Married","Advanced Degree",60,4
41,"Male","White","Married","Some College",12,2
56,"Male","White","Married","Four Year Degree",60,3
54,"Male","White","Married","Advanced Degree",60,4
55,"Female","White","Married","Advanced Degree",50,4
48,"Female","White","Married","Four Year Degree",12,3
57,"Male","White","Married","Four Year Degree",45,3
48,"Female","White","Married","Four Year Degree",40,3
67,"Female","White","Separated/Divorced","Some College",40,2
67,"Female","White","Married","Advanced Degree",40,4
63,"Male","White","Married","Advanced Degree",40,4
46,"Male","White","Married","Advanced Degree",70,4
43,"Male","White","Married","Advanced Degree",40,4
43,"Female","White","Married","Advanced Degree",40,4
35,"Female","White","Married","High School Degree",40,1
44,"Male","Black","Separated/Divorced","Some College",40,2
52,"Male","Black","Widowed","Four Year Degree",40,3
44,"Male","White","Married","Four Year Degree",43,3
41,"Female","White","Married","Advanced Degree",2,4
27,"Male","White","Single","Four Year Degree",36,3
46,"Male","White","Married","High School Degree",40,1
32,"Male","White","Married","Four Year Degree",40,3
39,"Male","White","Married","High School Degree",40,1
30,"Male","White","Single","Some College",40,2
41,"Male","White","Married","Some College",40,2
39,"Female","White","Married","Some College",40,2
35,"Female","White","Married","Advanced Degree",40,4
49,"Male","White","Married","Some College",40,2
72,"Male","White","Separated/Divorced","Some College",40,2
49,"Male","White","Married","Some College",40,2
55,"Male","White","Married","Advanced Degree",40,4
54,"Female","White","Married","Four Year Degree",40,3
26,"Female","White","Single","Four Year Degree",40,3
43,"Male","White","Married","Some College",60,2
47,"Female","White","Married","Four Year Degree",20,3
67,"Male","White","Separated/Divorced","Advanced Degree",50,4
67,"Male","White","Separated/Divorced","Some College",30,2
54,"Female","White","Married","Advanced Degree",9,4
46,"Male","White","Married","Four Year Degree",60,3
54,"Female","White","Separated/Divorced","Advanced Degree",37,4
37,"Male","White","Married","Advanced Degree",60,4
57,"Female","White","Married","Four Year Degree",35,3
50,"Male","White","Married","Four Year Degree",45,3
35,"Female","White","Separated/Divorced","Four Year Degree",40,3
30,"Female","White","Single","Advanced Degree",40,4
42,"Male","White","Married","High School Degree",40,1
30,"Male","Other","Single","Four Year Degree",40,3
30,"Female","Other","Single","Some College",40,2
63,"Female","White","Widowed","Advanced Degree",40,4
35,"Female","Black","Married","Some College",40,2
42,"Female","White","Separated/Divorced","Advanced Degree",40,4
59,"Male","White","Married","Four Year Degree",30,3
27,"Female","White","Single","Some College",30,2
57,"Male","Black","Married","Some College",40,2
49,"Female","Black","Single","Some College",40,2
48,"Female","White","Separated/Divorced","Four Year Degree",40,3
26,"Female","White","Single","Four Year Degree",40,3
60,"Female","White","Married","Some College",40,2
59,"Female","White","Married","Four Year Degree",8,3
58,"Male","White","Married","Some College",40,2
41,"Male","White","Married","Four Year Degree",40,3
45,"Male","White","Married","Some College",50,2
44,"Male","White","Married","Some College",36,2
41,"Female","White","Married","Four Year Degree",38,3
52,"Male","White","Married","Four Year Degree",40,3
59,"Male","White","Married","Advanced Degree",15,4
47,"Male","White","Single","Some College",50,2
57,"Female","White","Separated/Divorced","Some College",40,2
43,"Male","White","Married","High School Degree",45,1
34,"Male","White","Married","Some College",40,2
37,"Male","White","Single","Some College",40,2
46,"Male","White","Separated/Divorced","Advanced Degree",40,4
42,"Female","White","Widowed","Some College",40,2
36,"Male","White","Married","Four Year Degree",40,3
42,"Female","White","Married","High School Degree",40,1
36,"Female","White","Married","Some College",35,2
26,"Male","White","Married","Some College",25,2
51,"Female","White","Separated/Divorced","Some College",25,2
63,"Male","White","Married","Four Year Degree",40,3
55,"Female","White","Married","Some College",40,2
46,"Male","White","Separated/Divorced","Advanced Degree",40,4
46,"Female","White","Married","Four Year Degree",40,3
46,"Male","White","Married","Four Year Degree",50,3
48,"Female","White","Married","Some College",25,2
44,"Male","White","Married","Some College",36,2
55,"Male","White","Married","Some College",40,2
51,"Female","White","Married","Some College",20,2
55,"Female","White","Married","Four Year Degree",40,3
39,"Male","White","Married","Four Year Degree",35,3
46,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
46,"Female","Black","Married","Four Year Degree",40,3
69,"Male","Black","Married","Some College",40,2
68,"Female","White","Married","Four Year Degree",40,3
69,"Male","White","Married","Some College",40,2
33,"Male","White","Married","Four Year Degree",45,3
47,"Male","White","Married","Some College",40,2
36,"Female","White","Married","Four Year Degree",40,3
39,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
57,"Male","Black","Married","Four Year Degree",50,3
58,"Female","Black","Married","Four Year Degree",40,3
27,"Male","Black","Married","Four Year Degree",40,3
33,"Female","White","Single","Some College",40,2
48,"Female","White","Married","Advanced Degree",35,4
36,"Female","White","Married","Advanced Degree",40,4
44,"Female","White","Married","Four Year Degree",40,3
41,"Female","White","Married","Advanced Degree",40,4
60,"Female","White","Married","Advanced Degree",38,4
58,"Male","White","Married","Four Year Degree",60,3
43,"Male","White","Married","Advanced Degree",40,4
44,"Female","White","Married","Four Year Degree",25,3
56,"Male","White","Married","Four Year Degree",40,3
35,"Female","White","Married","Four Year Degree",40,3
32,"Male","White","Married","Four Year Degree",40,3
59,"Male","White","Single","Advanced Degree",50,4
53,"Male","White","Single","Advanced Degree",40,4
50,"Male","White","Married","Some College",52,2
56,"Female","Asian/Pacific Islander","Married","Some College",60,2
41,"Male","White","Married","Four Year Degree",60,3
56,"Female","White","Married","Four Year Degree",40,3
45,"Male","White","Married","High School Degree",40,1
57,"Female","White","Married","Some College",40,2
69,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
40,"Female","Black","Separated/Divorced","Advanced Degree",30,4
53,"Male","White","Separated/Divorced","Some College",24,2
54,"Male","Black","Married","Some College",30,2
52,"Female","Black","Married","Advanced Degree",40,4
51,"Female","White","Separated/Divorced","Advanced Degree",48,4
34,"Female","White","Single","Advanced Degree",35,4
29,"Male","White","Single","Advanced Degree",8,4
50,"Male","White","Married","Advanced Degree",40,4
42,"Male","Asian/Pacific Islander","Married","Advanced Degree",40,4
38,"Female","White","Married","Advanced Degree",38,4
42,"Male","White","Married","Four Year Degree",80,3
32,"Male","Asian/Pacific Islander","Separated/Divorced","Four Year Degree",40,3
34,"Male","Other","Single","Some College",40,2
49,"Male","White","Married","Advanced Degree",50,4
47,"Female","White","Married","Four Year Degree",40,3
48,"Male","White","Married","Advanced Degree",50,4
47,"Female","White","Married","Advanced Degree",40,4
37,"Male","White","Married","Advanced Degree",30,4
38,"Female","White","Married","Advanced Degree",40,4
67,"Female","White","Single","Four Year Degree",16,3
66,"Female","Black","Married","High School Degree",5,1
69,"Male","Black","Married","High School Degree",32,1
46,"Female","White","Married","Advanced Degree",40,4
42,"Male","White","Married","Advanced Degree",40,4
42,"Female","White","Married","Advanced Degree",40,4
40,"Female","White","Married","Advanced Degree",25,4
43,"Male","White","Married","Advanced Degree",60,4
52,"Male","Black","Married","Four Year Degree",40,3
25,"Female","Black","Single","Four Year Degree",40,3
65,"Male","White","Married","Advanced Degree",40,4
63,"Female","White","Married","Four Year Degree",38,3
53,"Female","White","Married","Four Year Degree",50,3
72,"Male","Black","Married","Four Year Degree",40,3
64,"Male","White","Married","Four Year Degree",40,3
58,"Female","White","Married","Advanced Degree",38,4
59,"Male","White","Single","Some College",60,2
73,"Male","White","Married","Some College",15,2
67,"Male","White","Separated/Divorced","Advanced Degree",20,4
55,"Female","White","Married","Four Year Degree",40,3
69,"Male","White","Married","Four Year Degree",40,3
